who,Text,target,
MichelBarnier,https://t.co/8XCNcwC7Tq,other,
JLMelenchon,"RT @L_insoumission: 🔴 Jean-Luc Mélenchon propose un débat à Emmanuel Macron
#DebatMelenchonMacron #OEDD 
https://t.co/rSqZgRd7Nw",other,
delphinebatho,🟢 Félicitations à @yjadot qui est désormais notre candidat à toutes et tous.,other,
delphinebatho,Bravo à @sandrousseau pour sa campagne.,other,
delphinebatho,Le temps de la #PrimaireEcologiste est derrière nous.,other,
delphinebatho,Maintenant vient celui du collectif pour faire gagner l’écologie ensemble !,other,
delphinebatho,🌍,other,
EricPiolle,L'écologie a maintenant son candidat !,other,
EricPiolle,Félicitations @yjadot !,other,
EricPiolle,"Bravo aux organisatrices et aux organisateurs, bravo à @sandrousseau et aux candidat·e·s.",other,
EricPiolle,"À présent, la famille écologiste est mobilisée vers demain !",other,
JM_Governatori,"Étant le seul candidat de la primaire écologiste qui soutenait @yjadot, je le félicite pour sa victoire !",other,
JM_Governatori,J’espère qu’il sera capable de dépasser l’ADN de Gauche de son parti pour rassembler largement à la #Presidentielle2022,other,
antoine27955080,@Corinne77930374 @Bassinrebel @ivanrioufol @raoult_didier Les décisions prises dès le début de cette crise sanitaire  sont contraires aux mesures qui étaient prévues par les experts en cas de pandémie.,problem,
antoine27955080,"Nos dirigeants, au plus haut niveau de l'Etat, ont refusé d'établir le contrôle aux frontières et ont interdit aux médecins de soigner",problem,
EmmanuelMacron,"À partir de 2022, les consultations de psychologues seront remboursées pour tous sur orientation par un médecin.",solution,
n_arthaud,Solidaire de la #grève des #éboueurs de #Marseille.,problem,
n_arthaud,"Ils font un métier pénible, sont mal payés.",problem,
n_arthaud,Et il faudrait qu’ils bossent 28 jours de + ?,problem,
n_arthaud,On demande aux actionnaires parasites de travailler ne serait ce qu’1 heure ?,problem,
n_arthaud,Non !,other,
n_arthaud,Alors pas touche à ceux qui sont #essentiels !,other,
EmmanuelMacron,"Après 10 ans de rénovation, la Bibliothèque nationale de France (BnF) Richelieu ouvrira bientôt ses portes au public.",other,
EmmanuelMacron,"Depuis 300 ans, elle est un temple pour la langue française, la littérature et le savoir.",other,
EmmanuelMacron,"Grâce à ce chantier, elle restera un lieu vivant, au diapason du monde.",other,
EmmanuelMacron,https://t.co/XLiBwqlwiN,other,
EmmanuelMacron,"La BnF est l'un des épicentres de notre Histoire, de nos imaginaires, de nos savoirs et de la construction de notre avenir.",other,
EmmanuelMacron,https://t.co/iIWL5JpsCS,other,
antoine27955080,@gerard_larcher Mais le programme a déjà été adopté en 1990 par la droite que vous citez.,other,
antoine27955080,En 1990 !,other,
antoine27955080,Il y a trente ans !,other,
antoine27955080,Et il serait considéré aujourd'hui par les candidats de cette même droite comme un programme extrémiste ?,other,
antoine27955080,Il s'agit aujourd'hui de la survie de la nation.,other,
antoine27955080,Un peu de courage !,other,
antoine27955080,https://t.co/lhAXrTk2II,other,
JaclineMouraud,#JMLaFrance #PlanBastille https://t.co/xbk01csJNd,other,
vpecresse,"Hier j’ai reçu l’ensemble des médaillés #JOP2021 franciliens au siège de la région, pour les féliciter.",other,
vpecresse,Désormais ils sont des figures d’exemplarité pour notre jeunesse.,other,
vpecresse,Je compte sur eux pour aller porter les valeurs du sport dans nos lycées et pour préparer ensemble #JOP2024!,other,
vpecresse,https://t.co/bpukGde5Z4,other,
n_arthaud,5700 lits d'hospitalisation fermés en 2020.,problem,
n_arthaud,En plein #Covid-19 #Macron a poursuivi la grande saignée continuant de sacrifier la santé publique sur l'autel des profits.,problem,
n_arthaud,Et ces criminels voudraient faire porter le chapeau aux soignants.,problem,
n_arthaud,Révoltant.,other,
n_arthaud,https://t.co/xlPZnp7KL5,other,
Fabien_Roussel,RT @SoMabrouk: A dimanche!,other,
Fabien_Roussel,"A à 10H sur @Europe1 et @CNEWS Notre invité:Le candidat et leader du Parti communiste @Fabien_Roussel 
-Notre so…",other,
Fabien_Roussel,"RT @LCI: 🔴🗣️ ""On pouvait dès demain baisser de 30% les factures de #gaz et d'électricité.""",solution,
Fabien_Roussel,Annonces de Jean #Castex (@JeanCASTEX) dans #LE2…,other,
larrouturou,"RT @larrouturou: ""La seule solution"" serait donc de baisser les retraites @EPhilippe_LH?",problem,
larrouturou,Non.,other,
larrouturou,On peut aussi créer des emplois et remplir…,solution,
larrouturou,"RT @laRadioNova: Le député européen, @larrouturou , lance un appel au rassemblement des gauches, en direct sur Radio Nova.",other,
larrouturou,Il est candidat…,other,
larrouturou,"RT @dominique_meda: « Pour faire face au changement climatique, nous aurons besoin de plus de travail humain » – via @lemondefr  https://t.…",solution,
larrouturou,"RT @RemyBuisine: Ce soir à Paris, le retour des longues files d’attente pour les distributions alimentaires en cette rentrée universitaire.…",problem,
Anne_Hidalgo,"RT @Paris: #ParisRespire | Comme chaque premier dimanche du mois, demain, le centre de Paris et l'avenue des Champs-Elysées sont piétons !…",solution,
Anne_Hidalgo,RT @carine_rolland: Performance épique et aquatique à la piscine Georges Vallerey @Mairiedu20 sous la houlette de la DJ Leslie Barbara Butc…,other,
Anne_Hidalgo,RT @carine_rolland: Grandiose et émouvante performance signée Mohamed El Khatib et Alban de la Sibone au vélodrome Jacques Anquetil @Mairie…,other,
Anne_Hidalgo,RT @philharmonie: La Nuit des percussions en Grande Salle Pierre Boulez avec l'Ensemble Puspawarna de Gamelan balinais.,other,
Anne_Hidalgo,"#nuitblanche
Musiqu…",other,
Anne_Hidalgo,RT @carine_rolland: Avec @Anne_Hidalgo @EPierreMarie @PierreRabadan @JKTM19 @Karim_Ziady @SCharnoz au coeur du Bois de Vincennes pour décou…,other,
Anne_Hidalgo,RT @celine_hervieu: Une grande réussite cette #NuitBlanche2021 des tout petits dans le #18e !,other,
Anne_Hidalgo,"Musique, dessins et éveil culturel pour les e…",other,
Anne_Hidalgo,"RT @JeanLucRomero: 🙏🙏🙏
Merci @Anne_Hidalgo !",other,
Anne_Hidalgo,"@Paris défend les #Droitshumains, le droit de vivre et d’être respectés dans leur intégrité de…",problem,
Anne_Hidalgo,"RT @afpfr: La 20e édition de la #NuitBlanche2021 qui se tient ce soir dans la capitale et dans 13 villes du Grand Paris, se veut une joyeus…",other,
yjadot,RT @jeunesecolosIDF: Les @Jeunes_Ecolos étaient aujourd'hui au sein de la marche contre le génocide Ouïghour.,problem,
yjadot,Nous ne pouvons plus laisser…,other,
yjadot,RT @sandraregol: «La demande de justice et d'égalité dans la société ne peut être ignorée !» Une très belle tribune par @Melanie_Vogel_ et…,problem,
yjadot,RT @DamienCAREME: Ce #gouvernement est simplement irresponsable !,problem,
yjadot,"Le nucléaire est :
👉🏾 une faillite industrielle,
👉🏿 dangereux, 
👉🏽 très…",problem,
PhilippePoutou,"5700 lits et 25 établissements de santé fermés en 2020: résultat des politiques ultra-libérales du gouvernement, en pleine pandémie.",problem,
PhilippePoutou,"Les conditions d'accueil et de travail se dégradent: il faut rouvrir des lits, embaucher et augmenter les salaires !",solution,
PhilippePoutou,"Nos vies, pas leurs profits !",other,
PhilippePoutou,https://t.co/nPHHzm2Jbh,other,
yjadot,"RT @EelvSecurite: 👩🏽‍🚒 Aujourd'hui, c'est la #JournéeNationaleDesSapeursPompiers (#JNSP2021).",other,
yjadot,C'est l'occasion de remercier celles et ceux…,other,
BrunoRetailleau,"le #senat ne pourra pas autoriser le gouvernement à prolonger le recours au #PassSanitaire en enjambant les présidentielles,jusqu’en juillet.",problem,
BrunoRetailleau,Cet outil n’a pas vocation à durer si la situation sanitaire s’améliore et sans contrôle serré du parlement,problem,
yjadot,"RT @RachelSavP: Dans cette tribune co-écrite avec @Melanie_Vogel_ , @yjadot propose des mesures concrètes et fortes pour lutter contre les…",other,
yjadot,"RT @GenerationsMvt: Génération•s reçoit notre candidat à la présidence de la République, @yjadot.",other,
yjadot,"Climat, nouvelles conquêtes sociales, ég…",other,
PhilippePoutou,"Visas pour les ressortissantEs du Maghreb: surenchère raciste du pouvoir (déclaration de Philippe Poutou)

https://t.co/qj8tbEiwGY",problem,
MichelBarnier,"La confiance est fragilisée entre le Royaume-Uni et les européens, notamment la France.",problem,
MichelBarnier,"Paix en Irlande, accès aux zones de pêche .. @BorisJohnson doit respecter la signature de son pays .",solution,
MichelBarnier,Rien de plus !,other,
MichelBarnier,Merci à @ChathamHouse pour son accueil et à @BBCWorld pour ses questions !,other,
MichelBarnier,https://t.co/zd2Y1pfJR1,other,
EricPiolle,"RT @LCI: 🔴🗣️ ""C'est une nécessité évidente à bloquer le prix du #gaz.",solution,
EricPiolle,"Ce qui me frappe, c'est que rien n'est fait pour de l'essence, et que…",problem,
EmmanuelMacron,Au sergent Maxime Blasco.,other,
EmmanuelMacron,Héros.,other,
EmmanuelMacron,https://t.co/6htUyVM78G,other,
jfpoisson78,Parfaitement d’accord !,other,
jfpoisson78,https://t.co/VzNOx5RxHU,other,
EricPiolle,"Sauvons les abeilles, les paysans et la biodiversité !",solution,
EricPiolle,Signez cette initiative citoyenne européenne qui vise à interdire les pesticides de synthèse : c'est maintenant ou jamais.,solution,
EricPiolle,Nous sommes proches d'une grande victoire pour l'écologie en Europe !,solution,
EricPiolle,"🐝🇪🇺

https://t.co/KuXpIdICHa",other,
PhilippePoutou,"Jeudi 30 septembre, Philippe Poutou en soutien aux grévistes de Transdev du 77 et du 95

https://t.co/nAt7LnJcjZ",other,
JaclineMouraud,"@GabrielAttal annonce le pass-politico-sanitaire jusqu’à l’été 2022, @AGenetet veut l’intégrer dans le droit commun.",problem,
JaclineMouraud,« Pourrir la vie des Français » !,problem,
JaclineMouraud,Bon slogan de campagne pour @EmmanuelMacron !,problem,
JaclineMouraud,#JMLaFrance,other,
EricPiolle,RT @GreenGrenoble22: Inauguration en cours à la @MI_Grenoble du nouveau Europe Direct Isère Savoie @EDIsereSavoie outil commun désormais de…,other,
jfpoisson78,"""Le passé du Kosovo sera-t-il le futur de la France ?"".",problem,
jfpoisson78,"Pour moi, c'est ""non"" !",other,
jfpoisson78,https://t.co/kCzbyGZrku,other,
sandrousseau,"RT @franceculture: ""Le programme que je porte en étant économiste, c'est un choc de compétitivité négatif.",solution,
sandrousseau,C'est un choc de productivité né…,solution,
sandrousseau,RT @edwyplenel: Partout l’ombre s’étend.,other,
sandrousseau,Ancien maire de Riace (Italie) Mimmo Lucano vient d’être condamné à 13 ans de prison pour avoir ac…,other,
JaclineMouraud,@Linda_Myriam @simplythe13 @ZemmourEric Toute comme Daniele Mitterrand recevait Fidel Castro bras ouverts à grand renfort d’embrassades…,other,
philippejuvin,A la rencontre des militants @LRepublicains59 pour leur présenter mon projet pour la France.,other,
philippejuvin,Je ne me résous pas à voir notre pays tomber.,problem,
philippejuvin,Il y a des solutions et nous les mettrons en œuvre.,solution,
philippejuvin,Merci aux militants pour leur amitié et à @SebastienHuyghe pour sa redoutable efficacité.,other,
philippejuvin,https://t.co/4Hi6g9wQ8t,other,
vpecresse,"Ce soir j’étais au Théâtre Montparnasse pour assister à la pièce de Jean-Louis Debré et Valérie Bochenek « Ces femmes qui ont réveillé la France », une plongée dans les conquêtes de l’égalité : la première Bachelière, Medecin, Avocate, Prix Nobel, Académicienne…inspirantes!",other,
vpecresse,https://t.co/tuGOw8Le6J,other,
BrunoRetailleau,"La nomination d’une femme première ministre Najlat Bouden,en Tunisie est non seulement une décision historique, c’est aussi un message pour l’ensemble du monde arabo-musulman.",other,
JaclineMouraud,"La démonstration par les faits que, quelque soit votre salaire, le système est étudié pour vous reprendre tout.",problem,
JaclineMouraud,"Faites le même calcul sur un SMIC, où les temps partiels… @BrunoLeMaire @JeanCASTEX #JMLaFrance  https://t.co/RzyA5PpVfi",problem,
delphinebatho,« There is no such thing as green growth.,problem,
delphinebatho,Growth is wiping the green from the Earth.,problem,
delphinebatho,We have no hope of emerging from this full-spectrum crisis unless we dramatically reduce economic activity.,problem,
BrunoRetailleau,"Et pendant ce temps, les prix du #gaz explosent.",problem,
BrunoRetailleau,"Pour faire plaisir aux décroissants, Emmanuel Macron brade l’excellence énergétique de la France et fragilise le pouvoir d’achat des Français.",problem,
BrunoRetailleau,"Ce n’est pas ça, la véritable #écologie !",other,
BrunoRetailleau,https://t.co/FZFpDvUtjn,other,
sandrousseau,RT @Reporterre: 🔴 C'est un projet gigantesque et polluant de mine d'or en Guyane.,other,
sandrousseau,On le croyait enterré.,problem,
sandrousseau,"En fait, non.",other,
sandrousseau,"🤑
➡️ @Reporterre…",other,
delphinebatho,"RT @anticor_org: La pneumologue et lanceuse d’alerte de l'affaire du #Mediator regrette la nomination, au sein de la commission contre la #…",problem,
antoine27955080,@DominiqueBilde @DanielPilotte1 @GabrielAttal @GabrielAttal Vous voulez parler du constat dramatique évoqué dans la lettre ouverte qualifiée par les médias de tribune des généraux et approuvée par une large majorité de citoyens ?,other,
antoine27955080,Quelle réponse le gouvernement compte-t-il donner à ce cri d'alarme ?,other,
montebourg,"Sur le marché de Carbonne en Haute-Garonne, je vais à la rencontre des habitants et des producteurs.",other,
montebourg,"Merci à mon ami Gérard Roujas, ancien Sénateur, et à Denis Turrel, Maire, pour leur accueil.",other,
montebourg,https://t.co/NqXMzXe7zZ,other,
delphinebatho,"RT @Grignon2026: 📢🎶 ""Nous on veut #Grignon, avec des champignons, pas du béton ! """,problem,
delphinebatho,Merci à toutes les étudiantes et étudiants d'@AgroParis…,other,
montebourg,"Nous faisons le tour de la France des sous-préfectures pour y organiser des Forums Improvisés, moments d’échanges et de réflexion collective autour de #LaRemontada.",other,
montebourg,Merci aux habitants de Carbonne d’être venus en nombre ce matin pour y participer.,other,
montebourg,#Presidentielle2022 https://t.co/7AbdIf5xvU,other,
PhilippePoutou,A propos de la bonne nouvelle du jour : #sarkozy et ses emmerdements.,other,
PhilippePoutou,Il n’y aurait donc pas d’immunité post-présidentielle systématique ?,other,
vpecresse,Nicolas Sarkozy a été un grand Président de la République.,other,
vpecresse,J’ai été fière d’appartenir à son gouvernement et de sa confiance.,other,
vpecresse,Je sais qu’il se battra jusqu’au bout pour défendre son honneur et je lui adresse aujourd’hui un message d’amitie.,other,
jfpoisson78,Je confirme.,other,
jfpoisson78,https://t.co/OpfxN8aoNB,other,
JM_Governatori,RT @hugoclement: Le cofondateur de @L214 risque un an de prison pour avoir filmé la réalité de l’élevage intensif.,problem,
JM_Governatori,Il sera jugé en avril 20…,other,
BrunoRetailleau,Nicolas Sarkozy : une sévérité aussi inhabituelle qu’exorbitante.,other,
PhilippePoutou,"En visite de solidarité avec les grévistes de Transdev à Bailly-Romainvilliers, en lutte pour leurs conditions de travail.",problem,
PhilippePoutou,https://t.co/2Z6fKHgp9A,other,
montebourg,Les élus locaux sont au cœur de #LaRemontada et de la transformation de notre pays.,solution,
montebourg,"Maires, Conseillers régionaux et départementaux, adjoints : j’ai voulu rencontrer ces piliers de la République à Muret (31).",solution,
montebourg,https://t.co/6fl1DAkLyt,other,
JM_Governatori,"RT @CollecCitoyen06: ''C’est une tonne d’émission de CO2 par embarquement et débarquement des voitures"" nous dit Christian Estrosi, qui jus…",problem,
MichelBarnier,Nicolas Sarkozy m’a toujours fait confiance.,other,
MichelBarnier,J’ai été heureux et fier d’être l’un de ses ministres.,other,
MichelBarnier,Je suis l’un de ses amis.,other,
MichelBarnier,"Aujourd’hui, je lui redis mon amitié et mon soutien.",other,
MLP_officiel,🤝 À la rencontre des commerçants et des Français au marché de #Cavignac.,other,
MLP_officiel,Les inquiétudes liées au pouvoir d’achat sont nombreuses et légitimes.,problem,
MLP_officiel,La nouvelle hausse annoncée au 1er octobre des tarifs du gaz doit alerter tous les responsables politiques.,problem,
MLP_officiel,#MLaFrance https://t.co/DEBLdaQLeF,problem,
JM_Governatori,RT @F3cotedazur: 💻#Replay.,other,
JM_Governatori,Jean-Marc Governatori était l'invité de Dimanche en Politique.,other,
JM_Governatori,Parmi les thèmes abordés : #Primaire des #écologi…,other,
jclagarde,"RT @leJDD: [TRIBUNE] Les soutiens de Philippe Laurent, candidat à l'AMF : ""Refonder la démocratie en réhabilitant le fait communal"" https:/…",solution,
MLP_officiel,Les taxes représentent plus de 60% du prix de l'énergie.,problem,
MLP_officiel,Il y a quelque chose d’inique à voir l'État augmenter ses bénéfices quand l'explosion des tarifs pèse lourdement sur le quotidien des Français.,problem,
MLP_officiel,#Cavignac #MLaFrance https://t.co/RTusKIIGPZ,other,
jclagarde,RT @EricHelard: Bravo au Sénateur Gérard #Poadja et @PhilippeGomesCE  car jusqu’à présent la Nouvelle #Calédonie était le seul territoire d…,other,
MLP_officiel,"🐓 Très heureuse de poursuivre mes rencontres avec les Français, aux côtés de femmes et d'hommes de terrain à l'image de @diaz_edwige et @JPGarraud.",other,
MLP_officiel,"#Cavignac #MLaFrance

👉🏻 https://t.co/b7AyimkIpR https://t.co/66tgKsZbtU",other,
montebourg,📰 Je réponds aux questions des lecteurs de @ladepechedumidi.,other,
montebourg,"Une étudiante, une retraitée, un chef d'entreprise, un demandeur d'emploi, les profils sont variés et les questions percutantes.",other,
montebourg,Merci !,other,
montebourg,C'est tous ensemble que nous ferons #LaRemontada.,other,
montebourg,https://t.co/b3Zr49ckwS,other,
larrouturou,"Mais pour changer les modes de scrutin et le poids de chaque acteur (Président, Assemblée, Citoyens…) il faut arriver à l’Elysée pour organiser une Conférence Constituante &amp; un référendum.",solution,
larrouturou,"Pour y parvenir, il faut une candidature commune grâce à la https://t.co/CYNVHRnoNG https://t.co/mEX1akuYey",solution,
montebourg,Nationalisation des autoroutes pour un euro : voilà le mode d'emploi du professeur de droit @PaulCassia1 !,solution,
montebourg,#LaRemontada https://t.co/dooDPbLMzK,other,
n_arthaud,#Sarkozy est il toujours d’accord avec Sarkozy ?,other,
n_arthaud,https://t.co/9fXRH0AO81,other,
jclagarde,RT @jfvigier: Éric #Zemmour n'est pas le candidat du #RPR : c'est le candidat de la remigration et de Renaud Camus !,solution,
jclagarde,https://t.co/Jl0WTPYGnm,other,
jfpoisson78,Effet ciseaux désastreux : augmentation non maîtrisée coût énergie + diminution activité économique et emploi.,problem,
jfpoisson78,"C'est l'inflation qui va flamber, et le pouvoir d'achat brûler.",problem,
jfpoisson78,Plus que les chaudières que nombre de foyers vont devoir laisser éteintes qd le froid arrivera.,problem,
jfpoisson78,#Energie,other,
philippejuvin,Hâte de découvrir le #stream avec @JeanMassiet ce soir à 21h sur @Backseat_fr !,other,
philippejuvin,"Promis, je ne parlerai pas (que) de variants !",other,
philippejuvin,⬇️ https://t.co/eJkqaO5kOl,other,
HeleneThouy,"#THREAD (1) À chaque fois nous attendons des avancées pour les animaux, à chaque fois nous sommes déçus.",problem,
HeleneThouy,Que constatons-nous aujourd'hui ?,other,
HeleneThouy,"Un torpillage, un sabotage.",problem,
HeleneThouy,"#PPLAnimaux @senat 
#Présidentielle2002 #LesAnimauxComptent https://t.co/WSYad2kBXZ",other,
HeleneThouy,@Senat Thread (2) Sept Français sur dix sont favorables à l'interdiction des animaux sauvages dans les cirques.,problem,
HeleneThouy,Il y a un décalage abyssal entre les attentes citoyennes et la réponse politique apportée.,problem,
HeleneThouy,"#PPLAnimaux @senat
 #Présidentielle2002 #LesAnimauxComptent https://t.co/AqVJIQhG1o",other,
HeleneThouy,"@Senat Thread (3) Nous avons marre des promesses, des déclarations d'intention jamais suivies d'effets.",problem,
HeleneThouy,"Nous devons reprendre notre pouvoir citoyen, notre souveraineté.",solution,
HeleneThouy,C'est la raison de ma candidature.,other,
HeleneThouy,Rejoignez-nous !,other,
HeleneThouy,"#PPLAnimaux @senat
#Présidentielle2002 #LesAnimauxComptent https://t.co/uOuWlwq91K",other,
EmmanuelMacron,RT @Elysee: EN DIRECT | Hommage national au sergent Maxime Blasco.,other,
EmmanuelMacron,https://t.co/gBalFWQu6N,other,
jfpoisson78,📻 Retrouvez-moi vendredi 1er octobre à 21h15 en direct sur @mrg_medias (https://t.co/pmj92MaoRF).,other,
jfpoisson78,https://t.co/8FtJ5vUwZX,other,
EmmanuelMacron,"Petits-enfants de Harkis, d'indépendantistes, de rapatriés, de juifs d’Algérie, d’appelés, de militaires, d’immigrés, merci pour nos échanges.",other,
EmmanuelMacron,Ce travail de mémoire est indispensable pour la France.,solution,
EmmanuelMacron,"Avec Benjamin Stora, avec vous, nous continuerons de regarder l’Histoire en face.",solution,
EmmanuelMacron,https://t.co/BtDkCciZMn,other,
HeleneThouy,Thread (4) Nous sommes en train d'écrire l'Histoire.,other,
HeleneThouy,#PPLAnimaux @senat #Présidentielle2002 #LesAnimauxComptent https://t.co/6OqKAU0PcN,other,
montebourg,"Mon déplacement en Haute-Garonne s’est terminé à Labarthe-sur-Lèze, dans la belle entreprise française SNDC - Ecoclim, bijou industriel et économique qui innove et transforme le secteur de la climatisation.",other,
montebourg,#LaRemontada https://t.co/qyWcyRyP27,other,
xavierbertrand,RT @hautsdefrance: 🥇🥈🥉Félicitations aux trois guerrières qui rentrent dans l'histoire du 1er #ParisRoubaixFemmes #hautsdefrance et toutes n…,other,
montebourg,"Je vous donne rendez-vous demain vendredi matin à 7h43 sur @RTLFrance pour répondre aux questions d'@VenturaAlba 
A suivre en direct ou en replay ici :
https://t.co/9cdhDSXPuy
#LaRemontada 
#Presidentielle2022 https://t.co/EO5x53o6vn",other,
JaclineMouraud,@barbarapompili ce matin annonce une hausse de 12% et le soir on passe à 4% avec @JeanCASTEX .,problem,
JaclineMouraud,"Y a pas à dire, la magie lrem opère sur le dos Français.",problem,
JaclineMouraud,"Ce qu’ils ne feront pas en janvier, ils le feront en mars.",problem,
JaclineMouraud,#JMLaFrance https://t.co/17qM1ue86K,other,
jfpoisson78,"Intervention de #Castex / #gaz :
1/ Personne ne comprend ce qu'il met en place.",problem,
jfpoisson78,2/ Tout le monde comprend que ce sont les ménages qui vont finalement payer.,problem,
BrunoRetailleau,Le gouvernement propose un bouclier tarifaire pour le gaz jusqu’en avril.,problem,
BrunoRetailleau,C’est à dire jusqu’aux présidentielles.,other,
BrunoRetailleau,Les augmentations ça sera pour après!,problem,
MLP_officiel,Les annonces du Premier ministre en matière de pouvoir d'achat sont un cautère sur une jambe de bois.,problem,
MLP_officiel,"Les Français n'ont pas besoin de mesurettes électoralistes, mais d'une baisse réelle et durable du prix des énergies et de l'essence !",problem,
MLP_officiel,MLP https://t.co/D3jFEKXcqZ,other,
Fabien_Roussel,57% de hausse du prix du gaz depuis le début de l'année.,problem,
Fabien_Roussel,Je suis en colère.,problem,
Fabien_Roussel,Ce sont des seigneurs enfermés dans leur château à l'Elysée #Castex https://t.co/tpm2cgAwqp,problem,
Fabien_Roussel,Il faut un service public de l'énergie.,solution,
Fabien_Roussel,"Il faut nationaliser EDF et ENGIE car cette privatisation, elle coûte cher à la France.",solution,
Fabien_Roussel,@LCI #Castex https://t.co/xpGXNLSFci,other,
EmmanuelMacron,"Découvrir, échanger, construire, réinventer les relations entre l’Afrique et la France : la Saison Africa2020 qui s'achève fut bien plus que culturelle pour les 4 millions de participants !",other,
EmmanuelMacron,Poursuivons ensemble au Nouveau Sommet @AfriqueFrance le 8 octobre.,other,
EmmanuelMacron,https://t.co/OOUz0UwjaW,other,
larrouturou,Rendez-vous dans quelques minutes sur @laRadioNova 🎙 https://t.co/6ztjh6MyBL,other,
jeanlassalle,"En route vers le département de l’Orne, la si belle Normandie !",other,
jeanlassalle,"Chères Ornaises, chers Ornais, j’ai hâte de venir à votre rencontre, pour des échanges que j’imagine déjà forts passionnants !",other,
jeanlassalle,"Programme du jour ci-joint
#JeanLassalle2022
@ResistonsFrance https://t.co/Mn0rhouPVy",other,
delphinebatho,"A la Fête de la science, l’agrochimie s’invite pour parler des abeilles — via @LaMatinale_M https://t.co/HY85lcoiP9",other,
MLP_officiel,"🗞 @SudOuest revient sur ma visite hier au marché de #Cavignac, en #Gironde, auprès de nos compatriotes confrontés à la hausse des prix de l’essence et de l’énergie ⤵️ #MLaFrance https://t.co/czN8k07Vob",problem,
dupontaignan,"Ce dimanche, je tiendrai mon premier meeting présidentiel au Cirque d’Hiver à Paris !",other,
dupontaignan,"Je vous dévoilerai mon projet de redressement pour le pays et mes principales mesures, intégralement financées.",other,
dupontaignan,Retrouvez le descriptif de l'événement et inscrivez-vous: https://t.co/n111yOC8lN https://t.co/Tkjin0KvKb,other,
AlexLanglois_,"Prêt à rejoindre #Redondation2022, pour rebâtir collectivement les mêmes droits et les mêmes devoirs pour tous dans notre pays ?",solution,
AlexLanglois_,14/14,other,
larrouturou,"Oui, s'il y a 5 candidats à gauche à la présidentielle, les Français n'iront pas voter.",problem,
larrouturou,"Et dans quel état sera la planète, la cohésion sociale et l'Europe dans 5 ou 10 ans?",problem,
larrouturou,On ne peut pas se permettre d'attendre.,problem,
larrouturou,J'étais ce matin au micro d'@armelhemme sur @laRadioNova 👇 https://t.co/zTQESyZTCJ,other,
AlexLanglois_,#presidentielles2022 #Presidentielle2022 #Presidentielle https://t.co/J9xTrTSfRH,other,
PhilippePoutou,"Castex veut nous enfumer: tout augmente sauf les salaires, les retraites et les allocations !",problem,
PhilippePoutou,https://t.co/E4PNX6WPY1,problem,
AlexLanglois_,@Rhubarbare @EmmanuelMacron Plus de précisions ici : https://t.co/0zmHZJJSRK,other,
AlexLanglois_,"« Le seul responsable de cette affaire, c’est moi.",other,
AlexLanglois_,"Ce n’est pas la république des fusibles.» 
@EmmanuelMacron
 sur l'affaire #Benalla.",other,
AlexLanglois_,"Responsabilité en parole, pas en acte.",other,
AlexLanglois_,Avec #refondation2022 les mêmes droits et les mêmes devoirs pour tous.,other,
AlexLanglois_,https://t.co/bzDbZO5rZT,other,
Fabien_Roussel,"Connaissez-vous les ""bienfaits de la libre concurrence"" dans le secteur de l’énergie ?",problem,
Fabien_Roussel,"C’est +21,4% d’augmentation des tarifs de l’électricité depuis 2010.",problem,
Fabien_Roussel,"Nous au pouvoir, nous nationaliserons le secteur de l’énergie et diviserons par 2 le prix de l’électricité.",solution,
Fabien_Roussel,https://t.co/yiclZIRjwb,other,
larrouturou,"Pour une victoire des gauches et des écologistes en 2022, signez l'appel de la Primaire Populaire!",other,
larrouturou,👇 https://t.co/4FfrUH6Erd,other,
AlexLanglois_,"@Rhubarbare @EmmanuelMacron Le passe sanitaire est sécuritaire et non sanitaire, donc oui.",problem,
MichelBarnier,"Honoré d’être reçu ce matin à Madrid par le Roi Felipe VI et d’évoquer les leçons du #Brexit et les défis que l’Espagne, la France et tous les pays européens doivent affronter et relever ensemble.",solution,
MichelBarnier,@CasaReal https://t.co/TMOj6kLKdi,solution,
dupontaignan,5700 lits supprimés par ce Gouvernement en pleine crise !,problem,
dupontaignan,Retrouvez mon article sur ce sabotage en conscience d’un pouvoir qui n’a plus que la diversion du #PassSanitaire et d’odieuses contraintes sociales pour camoufler sa responsabilité dans la débâcle.,problem,
dupontaignan,https://t.co/irrrNQthyR,problem,
jeanlassalle,"Visite de la menuiserie Mousset à Saint-Germain de Martigny, village de 85 hbts.",problem,
jeanlassalle,Une entreprise familiale qui a su résister aux obstacles admi et financiers.,problem,
jeanlassalle,"Soutenons ces entreprises locales et familiales face à la concurrence déloyale chinoise et indienne
#jeanlassalle2022 https://t.co/hO3hsOmoMj",problem,
philippejuvin,Merci à @LegrouxVincent pour son amitié et nos riches échanges dans le Nord.,other,
philippejuvin,A très vite!,other,
philippejuvin,Avec le collectif Santé en danger @sedatif et @GalloisSandrine https://t.co/sePMeBvFHP,other,
montebourg,"Face à l'envolée des prix du gaz et de l'électricité je défends : 
➡️le blocage des prix
↘️la TVA réduite à 5,5% au lieu de 20%
↗️l'augmentation des salaires inférieurs à 2 000€ net/mois avec + 10% sur le SMIC et négociations par branche sur le reste de l'échelle des salaires https://t.co/2S8dSpmLrt",solution,
HeleneThouy,"Grâce à cet amendement, les chasseurs pourront tirer à tout va et en toute impunité !",problem,
